srsID:ID,name,System Requirement Specification (SRS) Text,System Requirement Specification (SRS) Text Only,:LABEL
cab0270700,CAB-27.07,CAB-27.07 The system shall capture bond and surety information by expiration date.,The system shall capture bond and surety information by expiration date.,Requirement
cab0280000,CAB-28,CAB-28 The system shall capture certificate expiration dates of insurance information.,The system shall capture certificate expiration dates of insurance information.,Requirement
cab0280100,CAB-28.01,CAB-28.01 The system shall capture certificate expiration dates of insurance information by contract number.,The system shall capture certificate expiration dates of insurance information by contract number.,Requirement
cab0280200,CAB-28.02,CAB-28.02 The system shall capture certificate expiration dates of insurance information by vendor ID number.,The system shall capture certificate expiration dates of insurance information by vendor ID number.,Requirement
cab0280300,CAB-28.03,CAB-28.03 The system shall capture certificate expiration dates of insurance information by DUNS number/BPN number.,The system shall capture certificate expiration dates of insurance information by DUNS number/BPN number.,Requirement
cab0280400,CAB-28.04,CAB-28.04 The system shall capture certificate expiration dates of insurance information by CAGE code/NCAGE code.,The system shall capture certificate expiration dates of insurance information by CAGE code/NCAGE code.,Requirement
cab0280500,CAB-28.05,CAB-28.05 The system shall capture certificate expiration dates of insurance information by expiration date.,The system shall capture certificate expiration dates of insurance information by expiration date.,Requirement
cab0280600,CAB-28.06,CAB-28.06 The system shall capture certificate expiration dates of insurance information by type of insurance.,The system shall capture certificate expiration dates of insurance information by type of insurance.,Requirement
cab0290000,CAB-29,CAB-29 The system shall notify the KO prior to expiration of certificates of insurance information.,The system shall notify the KO prior to expiration of certificates of insurance information.,Requirement
cab0300000,CAB-30,CAB-30 The system shall notify KO when a bond expires.,The system shall notify KO when a bond expires.,Requirement
cab0310000,CAB-31,"CAB-31 The system shall capture KO specified contract payment ceilings at the contract and/or contract line item levels, as appropriate.","The system shall capture KO specified contract payment ceilings at the contract and/or contract line item levels, as appropriate.",Requirement
cab0320000,CAB-32,CAB-32 The system shall capture targeted cost breakdown by contract.,The system shall capture targeted cost breakdown by contract.,Requirement
cab0330000,CAB-33,CAB-33 The system shall capture actual cost breakdowns by contract.,The system shall capture actual cost breakdowns by contract.,Requirement
