projectID:ID,name,PIID,NAICSCode,NAICSDescription,ProductorServiceCode,ProductorServiceDescription,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceStateCode,PlaceofPerformanceZipCode,Sum of DollarsObligated,:LABEL
pspmym221p04640,"PUGET SOUND NAVAL SHIPYARD IMF INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",SPMYM221P0464,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",6685,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS",ALBERT LEA,MN,560074044,6555,Contract
pspmym421p00760,PEARL HARBOR NAVAL SHIPYARD IMF PAINT AND COATING MANUFACTURING,SPMYM421P0076,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALBERT LEA,MN,560071669,1495,Contract
pn0042119d0028n0042121f00140,NAVAL AIR WARFARE CENTER AIR DIV OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,N0042121F0014,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,J015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,ALBERTVILLE,AL,359503006,895333.33,Contract
pn0014001gl637n0622a21f00800,"NAVAL MEDICAL FORCES SUPPORT CMD COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N0622A21F0080,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,ALBUQUERQUE,NM,871310001,40488.08,Contract
pn0018919gz021n6320921f00010,"NAVAL SERVICE TRAINING COMMAND COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N6320921F0001,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,ALBUQUERQUE,NM,871310001,419881.7,Contract
pn0018921p00130,JOINT EXPEDITIONARY BASE RELIGIOUS ORGANIZATIONS,N0018921P0013,813110,RELIGIOUS ORGANIZATIONS,G002,SOCIAL- CHAPLAIN,ALBUQUERQUE,NM,871055655,11223,Contract
pn6893621c00160,NAVAL AIR WARFARE CENTER ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,N6893621C0016,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,AC15,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP,ALBUQUERQUE,NM,871084913,353561,Contract
pnng15sc00bn6523621f00050,NAVAL AIR SYSTEMS COMMAND ELECTRONIC COMPUTER MANUFACTURING,N6523621F0005,334111,ELECTRONIC COMPUTER MANUFACTURING,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ALBUQUERQUE,NM,871132143,123235.79,Contract
pn3220519d7002n3220521f00150,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0015,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,45000,Contract
pn3220519d7002n3220521f00170,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0017,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,24000,Contract
pn3220519d7002n3220521f00330,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0033,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,13587.67,Contract
pn3220519d7002n3220521f00350,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0035,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,13907.6,Contract
pn3220519d7002n3220521f00380,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0038,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,5091.81,Contract
pn3220519d7002n3220521f00390,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0039,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,5787.4,Contract
pn3220519d7002n3220521f00450,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0045,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,27538.22,Contract
pn3220519d7002n3220521f00460,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0046,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,24165.22,Contract
pn3220519d7002n3220521f00470,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0047,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,384.75,Contract
pn3220519d7002n3220521f00500,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0050,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,35504.92,Contract
pn3220519d7002n3220521f00530,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0053,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,9639.27,Contract
pn3220519d7002n3220521f00540,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0054,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,660.41,Contract
pn3220519d7002n3220521f00550,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0055,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,472.64,Contract
pn3220519d7002n3220521f00590,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0059,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,52500,Contract
pn3220519d7002n3220521f00630,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0063,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,783,Contract
pn3220519d7002n3220521f00650,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0065,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,18900,Contract
pn3220519d7002n3220521f00680,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0068,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,32000,Contract
pn3220519d7002n3220521f00700,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0070,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,27298.13,Contract
pn3220519d7002n3220521f00840,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0084,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,31980.8,Contract
pn3220519d7002n3220521f00940,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0094,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,56000,Contract
pn3220519d7002n3220521f00980,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0098,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,34827,Contract
pn3220519d7002n3220521f01050,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0105,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,2856.27,Contract
pn3220519d7002n3220521f01060,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0106,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,511.17,Contract
pn3220519d7002n3220521f01070,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0107,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,36600.69,Contract
pn3220519d7002n3220521f01080,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0108,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3792.08,Contract
pn3220519d7002n3220521f01090,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0109,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,9000,Contract
pn3220519d7002n3220521f01220,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0122,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,5826.16,Contract
pn3220519d7002n3220521f01230,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0123,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,27000,Contract
pn3220519d7002n3220521f01250,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0125,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,4321.01,Contract
pn3220519d7002n3220521f01400,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0140,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3078,Contract
pn3220519d7002n3220521f01420,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0142,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,421.61,Contract
pn3220519d7002n3220521f01450,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0145,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,1177.62,Contract
pn3220519d7002n3220521f01470,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0147,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,5162.56,Contract
pn3220519d7002n3220521f01480,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0148,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,2627.32,Contract
pn3220519d7002n3220521f01490,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0149,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,4055.9,Contract
pn3220519d7002n3220521f01500,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0150,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,13869.55,Contract
pn3220519d7002n3220521f01510,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0151,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,599.64,Contract
pn3220519d7002n3220521f01520,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0152,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,19101.08,Contract
pn3220519d7002n3220521f01790,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0179,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3121.13,Contract
pn3220519d7002n3220521f01860,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0186,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,879.88,Contract
pn3220519d7002n3220521f01890,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0189,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,10800,Contract
pn3220519d7002n3220521f01930,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0193,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,10800,Contract
pn3220519d7002n3220521f02030,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0203,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7681.32,Contract
pn3220519d7002n3220521f02040,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0204,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,513,Contract
pn3220519d7002n3220521f02050,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0205,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3020.79,Contract
pn3220519d7002n3220521f02070,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0207,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,4132,Contract
pn3220519d7002n3220521f02080,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0208,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,773.41,Contract
pn3220519d7002n3220521f02100,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0210,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,12155.33,Contract
pn3220519d7002n3220521f02130,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0213,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3001.39,Contract
pn3220519d7002n3220521f02180,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0218,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7566.94,Contract
pn3220519d7002n3220521f02230,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0223,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,5000,Contract
pn3220519d7002n3220521f02240,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0224,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,2611.39,Contract
pn3220519d7002n3220521f02250,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0225,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3935.67,Contract
pn3220519d7002n3220521f02320,MSC NORFOLK PAINT AND COATING MANUFACTURING,N3220521F0232,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,40542,Contract
pn3220519d7002n3220521f02570,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0257,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,12091.32,Contract
pn3220519d7002n3220521f02630,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0263,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,13763.01,Contract
pn3220519d7002n3220521f02670,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0267,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3159.32,Contract
pn3220519d7002n3220521f02840,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0284,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,1282.5,Contract
pn3220519d7002n3220521f02890,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0289,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,486.8,Contract
pn3220519d7002n3220521f02900,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0290,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7431.85,Contract
pn3220519d7002n3220521f02910,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0291,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7063.83,Contract
pn3220519d7002n3220521f02970,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0297,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,3064.7,Contract
pn3220519d7002n3220521f02980,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0298,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,1998.8,Contract
pn3220519d7002n3220521f02990,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0299,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,906.92,Contract
pn3220519d7002n3220521f03000,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0300,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,599.64,Contract
pn3220519d7002n3220521f03010,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0301,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,1434.05,Contract
pn3220519d7002n3220521f03220,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0322,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7434.23,Contract
pn3220519d7002n3220521f03230,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0323,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,21600,Contract
pn3220519d7002n3220521f03240,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0324,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,6746.7,Contract
pn3220519d7002n3220521f03250,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0325,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,1155.77,Contract
pn3220519d7002n3220521f03260,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0326,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,256.5,Contract
pn3220519d7002n3220521f03270,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0327,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,535.8,Contract
pn3220519d7002n3220521f03280,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0328,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,24555.35,Contract
pn3220519d7002n3220521f03330,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0333,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7485.2,Contract
pn3220519d7002n3220521f03340,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0334,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,106400,Contract
pn3220519d7002n3220521f03410,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0341,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,720.62,Contract
pn3220519d7002n3220521f03420,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0342,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,54600,Contract
pn3220519d7002n3220521f03430,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0343,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,6155.02,Contract
pn3220519d7002n3220521f03440,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0344,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,44400,Contract
pn3220519d7002n3220521f03580,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0358,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,14052.4,Contract
pn3220519d7002n3220521f03590,MSC PROGRAM MANAGEMENT CENTRALIZED PAINT AND COATING MANUFACTURING,N3220521F0359,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,990.66,Contract
pn3220519d7002n3220521f03660,MSC NORFOLK PAINT AND COATING MANUFACTURING,N3220521F0366,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,7376.75,Contract
pn3220519d7002n3220521f03670,MSC NORFOLK PAINT AND COATING MANUFACTURING,N3220521F0367,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,6596.04,Contract
pn3220519d7002n3220521f03680,MSC NORFOLK PAINT AND COATING MANUFACTURING,N3220521F0368,325510,PAINT AND COATING MANUFACTURING,8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",ALEXANDER,AR,720021625,898.94,Contract
