awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),M20002,COMMANDER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),M20970,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),M37898,USMC FORCES CENTRAL COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),M95450,COMMANDER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N41756,NAVY ENGINEERING LOGISTICS OFFICE
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N61331,NAVAL SURFACE WARFARE CENTER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N63126,NAWCWD CODE 17000E
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N65456,NOOC ASW CENTER STENNIS
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N65886,FLEET READINESS CENTER SOUTHEAST
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFSA,GSA FAS AAS REGION 4,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFWA,GSA FAS AAS REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFWA,GSA FAS AAS REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N48138,PROGRAM EXECUTIVE OFFICE
47,GENERAL SERVICES ADMINISTRATION (GSA),47QFWA,GSA FAS AAS REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N62645,NAVAL MEDICAL LOGISTICS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QMCA,GSA/FAS AUTOMOTIVE CENTER,97,DEPARTMENT OF DEFENSE (DOD),N40192,NAVFAC ENGINEERING COMMAND MARIANAS
47,GENERAL SERVICES ADMINISTRATION (GSA),47QMCA,GSA/FAS AUTOMOTIVE CENTER,97,DEPARTMENT OF DEFENSE (DOD),N62478,NAVFAC ENGINEERING COMMAND HAWAII
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWA,"GSA/FAS SCIENTFC,TEMP SVCS,&AD&INT",97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWA,"GSA/FAS SCIENTFC,TEMP SVCS,&AD&INT",97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWA,"GSA/FAS SCIENTFC,TEMP SVCS,&AD&INT",97,DEPARTMENT OF DEFENSE (DOD),N62645,NAVAL MEDICAL LOGISTICS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWA,"GSA/FAS SCIENTFC,TEMP SVCS,&AD&INT",97,DEPARTMENT OF DEFENSE (DOD),V55460,NAVAL CONSTRUCTION GROUP 2
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),M14700,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),M26382,DIRECTOR
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),M67100,COMMANDER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),M95028,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00030,STRATEGIC SYSTEMS PROGRAMS
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N00183,NAVAL MEDICAL CENTER PORTSMOUTH VA
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N32353,NAVAIRSYSCOMHQ
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N42192,NAVAL SEA SYSTEMS COMMAND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N62583,NAVAL FACILIITES ENGINEERING AND
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),N68346,NAVAL AIR SYSTEMS COMMAND HQ AIR 01
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),Q98937,NAVAL AIR SYSTEMS CMD
47,GENERAL SERVICES ADMINISTRATION (GSA),47QSWC,GSA/FAS/GSS/SOP REGION 7,97,DEPARTMENT OF DEFENSE (DOD),R57046,NECC PACIFIC
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,GSA/FAS IT SERVICES ACQ OPERATIONS,97,DEPARTMENT OF DEFENSE (DOD),M00014,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,GSA/FAS IT SERVICES ACQ OPERATIONS,97,DEPARTMENT OF DEFENSE (DOD),M21670,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,GSA/FAS IT SERVICES ACQ OPERATIONS,97,DEPARTMENT OF DEFENSE (DOD),M93062,CIVILIAN HUMAN RESOURCES OFF EAST
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,GSA/FAS IT SERVICES ACQ OPERATIONS,97,DEPARTMENT OF DEFENSE (DOD),N96316,NAVAL SCIENCE INSTRUCTOR NJROTCU
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,"GSA/FAS ITC OFFICE OF ACQUISITION OPERATIONS, INTERAGENCY CONTRACTS",97,DEPARTMENT OF DEFENSE (DOD),M00014,COMMANDING OFFICER
47,GENERAL SERVICES ADMINISTRATION (GSA),47QTCB,"GSA/FAS ITC OFFICE OF ACQUISITION OPERATIONS, INTERAGENCY CONTRACTS",97,DEPARTMENT OF DEFENSE (DOD),M21670,COMMANDING OFFICER
69,DEPARTMENT OF TRANSPORTATION (DOT),697276,697276 DOT MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),697276,697276 DOT MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00111,ARI-MRI-SRI FSA
69,DEPARTMENT OF TRANSPORTATION (DOT),697276,697276 DOT MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N41756,NAVY ENGINEERING LOGISTICS OFFICE
69,DEPARTMENT OF TRANSPORTATION (DOT),697276,DOT  MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),6933A2,6933A2 DOT  MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),6933A2,6933A2 DOT  MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N0031A,NAVAL SPECIAL WARFARE GROUP NSWG 2
69,DEPARTMENT OF TRANSPORTATION (DOT),6933A2,DOT  MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),693JF7,693JF7 DOT  MARITIME ADMINISTRATION,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),6991PE,6991PE DOT  MARITIME ADMIN,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
69,DEPARTMENT OF TRANSPORTATION (DOT),6991PE,6991PE DOT  MARITIME ADMIN,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
69,DEPARTMENT OF TRANSPORTATION (DOT),6991PE,DOT  MARITIME ADMIN,97,DEPARTMENT OF DEFENSE (DOD),N00011,FIELD SUPPORT ACTIVITY BSO-11
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N981,NIH NITAA DITA-DVI OF INFO TECH ACQ,97,DEPARTMENT OF DEFENSE (DOD),M40085,FISCAL DIRECTOR RFR
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N981,NIH NITAA DITA-DVI OF INFO TECH ACQ,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N981,NIH NITAA DITA-DVI OF INFO TECH ACQ,97,DEPARTMENT OF DEFENSE (DOD),N00025,NAVAL FACILITIES ENGINEERING COMD
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),M00089,COMMANDING OFFICER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),M00094,COMMANDING OFFICER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),M67400,COMMANDING OFFICER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),M95494,COMMANDING OFFICER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00174,NSWC INDIAN HEAD EOD TECH DIV
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N00253,NAVAL UNDERSEA WARFARE CENTER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N46896,NCR MD
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N54081,FARRAGUT TAC DET NAPLES
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N60957,DEFENSE FINANCE AND ACCOUNTING SERV
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N62853,UNDERSEA SURVEILLANCE
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N63376,NPASE
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N68520,FLEET READINESS CENTER
75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75P001,PROGRAM SUPPORT CENTER ACQ MGMT SVC,97,DEPARTMENT OF DEFENSE (DOD),N68899,NAVAL INFORMATION FORCE RESERVE
80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80NM00,NASA MANAGEMENT OFFICE -- JPL,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80SSC0,NASA STENNIS SPACE CENTER,97,DEPARTMENT OF DEFENSE (DOD),N00074,NAVAL SPECIAL WARFARE COMMAND
80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80SSC0,NASA STENNIS SPACE CENTER,97,DEPARTMENT OF DEFENSE (DOD),N00173,NAVAL RESEARCH LABORATORY
80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80SSC0,NASA STENNIS SPACE CENTER,97,DEPARTMENT OF DEFENSE (DOD),N49941,HUMAN RESOURCES OFFICE JACKSONVILLE
80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80SSC0,NASA STENNIS SPACE CENTER,97,DEPARTMENT OF DEFENSE (DOD),NW2306,NAVAL OCEANOGRAPHIC OFFICE
89,DEPARTMENT OF ENERGY (DOE),892332,NNSA M&O CONTRACTING,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
89,DEPARTMENT OF ENERGY (DOE),892332,NNSA M&O CONTRACTING,97,DEPARTMENT OF DEFENSE (DOD),R57020,COMMANDER SUBMARINE FORCE
89,DEPARTMENT OF ENERGY (DOE),892434,GOLDEN FIELD OFFICE,97,DEPARTMENT OF DEFENSE (DOD),M95494,COMMANDING OFFICER
89,DEPARTMENT OF ENERGY (DOE),892434,GOLDEN FIELD OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3594P,CENTER FOR SEABEES AND FACILITIES
89,DEPARTMENT OF ENERGY (DOE),893039,RICHLAND OPERATIONS OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N50569,PSNS SSGN I-LEVEL MAINTENANCE
89,DEPARTMENT OF ENERGY (DOE),893039,RICHLAND OPERATIONS OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA2487,FA2487  AFTC PZIE,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),FA2487,FA2487  AFTC PZIE,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),FA2487,FA2487  AFTC PZIE,97,DEPARTMENT OF DEFENSE (DOD),N00065,NAVAL METEOROLOGY AND
97,DEPARTMENT OF DEFENSE (DOD),FA2487,FA2487  AFTC PZIE,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),FA2521,FA2521  45 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N40281,CNI NAVAL ORDNANCE TEST UNIT
97,DEPARTMENT OF DEFENSE (DOD),FA2521,FA2521  45 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N62789,SUP OF SHIPBUILDING GROTON
97,DEPARTMENT OF DEFENSE (DOD),FA2521,FA2521  45 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N62841,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA2521,FA2521  45 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA2543,FA2543  460 CONF,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA2823,FA2823  AFTC PZIO,97,DEPARTMENT OF DEFENSE (DOD),N61009,NAVAL SUPPORT ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),FA2823,FA2823  AFTC PZIO,97,DEPARTMENT OF DEFENSE (DOD),N62640,NAVSCOLEOD
97,DEPARTMENT OF DEFENSE (DOD),FA3002,FA3002  338 ESS CC,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),FA3002,FA3002  338 ESS CC,97,DEPARTMENT OF DEFENSE (DOD),N63110,CHIEF OF NAVAL AIR TRAINING
97,DEPARTMENT OF DEFENSE (DOD),FA3016,FA3016  502 CONS CL,97,DEPARTMENT OF DEFENSE (DOD),N3761A,CENTER FOR SECURITY FORCES
97,DEPARTMENT OF DEFENSE (DOD),FA3016,FA3016  502 CONS CL,97,DEPARTMENT OF DEFENSE (DOD),N3761P,CENTER FOR SECURITY FORCES SRI
97,DEPARTMENT OF DEFENSE (DOD),FA3016,FA3016  502 CONS CL,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N00193,NMCLANT UNIT CHARLESTON
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N0617A,NAVAL NUCLEAR POWER TRAINING
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N45610,NAVAL CONSOLIDATED BRIG CHARLESTON
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N47616,NMC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N50467,NAVAL NUCLEAR POWER TRAINING UNIT
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N6523B,NIWC ATLANTIC CHASN NAVY ERP
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA4418,FA4418 628 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N68898,NAVAL NUCLEAR POWER TRAINING UNIT
97,DEPARTMENT OF DEFENSE (DOD),FA4484,FA4484  87 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE
97,DEPARTMENT OF DEFENSE (DOD),FA4484,FA4484  87 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N68688,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA4484,FA4484  87 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV
97,DEPARTMENT OF DEFENSE (DOD),FA4484,FA4484  87 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),,NAVAIR WARFARE CTR AIRCRAFT DIV LKE
97,DEPARTMENT OF DEFENSE (DOD),FA4600,FA4600  55 CONS  PKP,97,DEPARTMENT OF DEFENSE (DOD),M20364,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA4600,FA4600  55 CONS  PKP,97,DEPARTMENT OF DEFENSE (DOD),N00038,CDR US PACIFIC COMMAND USPACOM
97,DEPARTMENT OF DEFENSE (DOD),FA4620,FA4620  92 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),FA4800,FA4800 633 CONS PKP,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),FA4809,FA4809  4TH CONS SQDN CC,97,DEPARTMENT OF DEFENSE (DOD),N00060,U S FLEET FORCES COMMAND
97,DEPARTMENT OF DEFENSE (DOD),FA4814,FA4814 6 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M37898,USMC FORCES CENTRAL COMMAND
97,DEPARTMENT OF DEFENSE (DOD),FA4887,FA4887  56 CONS CC,97,DEPARTMENT OF DEFENSE (DOD),M67443,DFAS CLEVELAND
97,DEPARTMENT OF DEFENSE (DOD),FA4887,FA4887  56 CONS CC,97,DEPARTMENT OF DEFENSE (DOD),,DFAS COLUMBUS M67443
97,DEPARTMENT OF DEFENSE (DOD),FA4890,FA4890  ACC AMIC,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),FA4897,FA4897  366 FAS PKP,97,DEPARTMENT OF DEFENSE (DOD),R48254,NAVAL SPECIAL WARFARE GROUP 1
97,DEPARTMENT OF DEFENSE (DOD),FA5000,FA5000  673 CONS LGC,97,DEPARTMENT OF DEFENSE (DOD),N00038,CDR US PACIFIC COMMAND USPACOM
97,DEPARTMENT OF DEFENSE (DOD),FA5205,FA5205  35 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N00038,CDR US PACIFIC COMMAND USPACOM
97,DEPARTMENT OF DEFENSE (DOD),FA5205,FA5205  35 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N05276,WCI NAVY REGION JAPAN
97,DEPARTMENT OF DEFENSE (DOD),FA5205,FA5205  35 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N61060,NAVAL AIR FACILITY MISAWA JAPAN
97,DEPARTMENT OF DEFENSE (DOD),FA5205,FA5205 35 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N61060,NAVAL AIR FACILITY MISAWA JAPAN
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M01027,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M13201,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M20229,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M30229,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),M62613,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N3581A,NAVSUP WSS NORF (T&D)
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),,NAVSUP WSS NORF (TD)
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N57025,COMMANDER NAVAL AIR FORCE PAC FLEET
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N61057,NAVAL AIR FACILITY ATSUGI JAPAN
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N61058,FLEET ACTIVITIES SASEBO
97,DEPARTMENT OF DEFENSE (DOD),FA5209,FA5209  374 CONS PK,97,DEPARTMENT OF DEFENSE (DOD),N61076,COMMANDER NAVAL FORCES JAPAN
